"XMean" "YActivity" "Subject"
"545" -0.452346872842371+0i "WALKING" 4
"546" -0.443426114225312+0i "WALKING" 4
"547" -0.446123393685451+0i "WALKING" 4
"548" -0.423157073123779+0i "WALKING" 4
"549" -0.415132248436542+0i "WALKING" 4
"550" -0.4313323877041+0i "WALKING" 4
"551" -0.444490498759002+0i "WALKING" 4
"552" -0.442982428168271+0i "WALKING" 4
"553" -0.440410916442068+0i "WALKING" 4
"554" -0.434850790681349+0i "WALKING" 4
"555" -0.430355145685027+0i "WALKING" 4
"556" -0.437674686533565+0i "WALKING" 4
"557" -0.421210824385633+0i "WALKING" 4
"558" -0.424927740436791+0i "WALKING" 4
"559" -0.413343980354902+0i "WALKING" 4
"560" -0.439463079627094+0i "WALKING" 4
"561" -0.436892091372549+0i "WALKING" 4
"562" -0.421935800808021+0i "WALKING" 4
"563" -0.417019820659002+0i "WALKING" 4
"564" -0.405347171598396+0i "WALKING" 4
"565" -0.399080453039037+0i "WALKING" 4
"566" -0.41388007498164+0i "WALKING" 4
"567" -0.410616878266132+0i "WALKING" 4
"568" -0.408154966069323+0i "WALKING" 4
"569" -0.407297390127843+0i "WALKING" 4
"570" -0.41879968451713+0i "WALKING" 4
"571" -0.414242526207665+0i "WALKING" 4
"572" -0.415674259343316+0i "WALKING" 4
"573" -0.437478230202763+0i "WALKING" 4
"574" -0.380641345313904+0i "WALKING_DOWNSTAIRS" 4
"575" -0.378277214598574+0i "WALKING_DOWNSTAIRS" 4
"576" -0.34717672760303+0i "WALKING_DOWNSTAIRS" 4
"577" -0.331862308123191+0i "WALKING_DOWNSTAIRS" 4
"578" -0.376746300778788+0i "WALKING_DOWNSTAIRS" 4
"579" -0.37443019929852+0i "WALKING_DOWNSTAIRS" 4
"580" -0.332689660023351+0i "WALKING_DOWNSTAIRS" 4
"581" -0.32145981531426+0i "WALKING_DOWNSTAIRS" 4
"582" -0.336630247248681+0i "WALKING_DOWNSTAIRS" 4
"583" -0.353373529375775+0i "WALKING_DOWNSTAIRS" 4
"584" -0.33827625062715+0i "WALKING_DOWNSTAIRS" 4
"585" -0.317413931452763+0i "WALKING_DOWNSTAIRS" 4
"586" -0.288795930129255+0i "WALKING_DOWNSTAIRS" 4
"587" -0.299854145428164+0i "WALKING_DOWNSTAIRS" 4
"588" -0.287925837080321+0i "WALKING_DOWNSTAIRS" 4
"589" -0.356333752374367+0i "WALKING_DOWNSTAIRS" 4
"590" -0.314386079040553+0i "WALKING_DOWNSTAIRS" 4
"591" -0.310128772408574+0i "WALKING_DOWNSTAIRS" 4
"592" -0.303523873856339+0i "WALKING_DOWNSTAIRS" 4
"593" -0.34837815655508+0i "WALKING_DOWNSTAIRS" 4
"594" -0.303364284305526+0i "WALKING_DOWNSTAIRS" 4
"595" -0.267089484490963+0i "WALKING_DOWNSTAIRS" 4
"596" -0.401722383493565+0i "WALKING_UPSTAIRS" 4
"597" -0.418953489669376+0i "WALKING_UPSTAIRS" 4
"598" -0.411959545989323+0i "WALKING_UPSTAIRS" 4
"599" -0.418067424355793+0i "WALKING_UPSTAIRS" 4
"600" -0.424747494013904+0i "WALKING_UPSTAIRS" 4
"601" -0.416889932642184+0i "WALKING_UPSTAIRS" 4
"602" -0.415689460206061+0i "WALKING_UPSTAIRS" 4
"603" -0.413718883012656+0i "WALKING_UPSTAIRS" 4
"604" -0.386279061844385+0i "WALKING_UPSTAIRS" 4
"605" -0.397589407980196+0i "WALKING_UPSTAIRS" 4
"606" -0.371208211399287+0i "WALKING_UPSTAIRS" 4
"607" -0.367775472563526+0i "WALKING_UPSTAIRS" 4
"608" -0.397605832985918+0i "WALKING_UPSTAIRS" 4
"609" -0.422763073847237+0i "WALKING_UPSTAIRS" 4
"610" -0.388513624435544+0i "WALKING_UPSTAIRS" 4
"611" -0.39127641646738+0i "WALKING_UPSTAIRS" 4
"612" -0.37626702234246+0i "WALKING_UPSTAIRS" 4
"613" -0.380615482574332+0i "WALKING_UPSTAIRS" 4
"614" -0.394982148120168+0i "WALKING_UPSTAIRS" 4
"615" -0.396758687978093+0i "WALKING_UPSTAIRS" 4
"616" -0.417897957111408+0i "WALKING_UPSTAIRS" 4
"617" -0.4148642069123+0i "WALKING_UPSTAIRS" 4
"618" -0.384376117197594+0i "WALKING_UPSTAIRS" 4
"619" -0.383860513925668+0i "WALKING_UPSTAIRS" 4
"620" -0.592153473147237+0i "STANDING" 9
"621" -0.643845471296435+0i "STANDING" 9
"622" -0.645753046870767+0i "STANDING" 9
"623" -0.640695364079465+0i "STANDING" 9
"624" -0.651139002747772+0i "STANDING" 9
"625" -0.646146879698324+0i "STANDING" 9
"626" -0.643023544401248+0i "STANDING" 9
"627" -0.64956753328836+0i "STANDING" 9
"628" -0.640277577549073+0i "STANDING" 9
"629" -0.65014968175697+0i "STANDING" 9
"630" -0.606015198387166+0i "STANDING" 9
"631" -0.635973024400873+0i "STANDING" 9
"632" -0.642432546852264+0i "STANDING" 9
"633" -0.646917441837611+0i "STANDING" 9
"634" -0.642357388719964+0i "STANDING" 9
"635" -0.64776755668057+0i "STANDING" 9
"636" -0.652143101443672+0i "STANDING" 9
"637" -0.628586192147237+0i "STANDING" 9
"638" -0.615219375067736+0i "STANDING" 9
"639" -0.613387155432282+0i "STANDING" 9
"640" -0.626487928397504+0i "STANDING" 9
"641" -0.633206428678717+0i "STANDING" 9
"642" -0.612235668301604+0i "SITTING" 9
"643" -0.635375616464403+0i "SITTING" 9
"644" -0.648916289963387+0i "SITTING" 9
"645" -0.657851118053298+0i "SITTING" 9
"646" -0.655699734768984+0i "SITTING" 9
"647" -0.663080702903779+0i "SITTING" 9
"648" -0.653056290563458+0i "SITTING" 9
"649" -0.651536201637433+0i "SITTING" 9
"650" -0.655286333498574+0i "SITTING" 9
"651" -0.658953570190036+0i "SITTING" 9
"652" -0.658797493799287+0i "SITTING" 9
"653" -0.599735229194118+0i "SITTING" 9
"654" -0.638312904398859+0i "SITTING" 9
"655" -0.645585012956328+0i "SITTING" 9
"656" -0.654142660726364+0i "SITTING" 9
"657" -0.656408143523351+0i "SITTING" 9
"658" -0.649720342427986+0i "SITTING" 9
"659" -0.645071200678075+0i "SITTING" 9
"660" -0.641003347221747+0i "SITTING" 9
"661" -0.63937297400713+0i "SITTING" 9
"662" -0.630907125860071+0i "SITTING" 9
"663" -0.639223796010588+0i "SITTING" 9
"664" -0.648442122721034+0i "SITTING" 9
"665" -0.65602635385205+0i "SITTING" 9
"666" -0.6529182039877+0i "SITTING" 9
"667" -0.522456818413315+0i "LAYING" 9
"668" -0.594677074263993+0i "LAYING" 9
"669" -0.603431400897718+0i "LAYING" 9
"670" -0.623687544876292+0i "LAYING" 9
"671" -0.628039022083066+0i "LAYING" 9
"672" -0.638960737427273+0i "LAYING" 9
"673" -0.647510719234225+0i "LAYING" 9
"674" -0.644380425676649+0i "LAYING" 9
"675" -0.642526014930481+0i "LAYING" 9
"676" -0.645042946090553+0i "LAYING" 9
"677" -0.642681520464171+0i "LAYING" 9
"678" -0.650578932730499+0i "LAYING" 9
"679" -0.585994252024135+0i "LAYING" 9
"680" -0.617040921630303+0i "LAYING" 9
"681" -0.63680820784688+0i "LAYING" 9
"682" -0.644241290623708+0i "LAYING" 9
"683" -0.644581310695009+0i "LAYING" 9
"684" -0.632462494552406+0i "LAYING" 9
"685" -0.620266250496613+0i "LAYING" 9
"686" -0.635338377915775+0i "LAYING" 9
"687" -0.608233880239929+0i "LAYING" 9
"688" -0.607956866722738+0i "LAYING" 9
"689" -0.631611821558824+0i "LAYING" 9
"690" -0.641509348470945+0i "LAYING" 9
"691" -0.372927914649554+0i "WALKING" 9
"692" -0.374921290227415+0i "WALKING" 9
"693" -0.374685031830285+0i "WALKING" 9
"694" -0.384541013914082+0i "WALKING" 9
"695" -0.38640915570959+0i "WALKING" 9
"696" -0.382234033592175+0i "WALKING" 9
"697" -0.389363725286667+0i "WALKING" 9
"698" -0.416743872027273+0i "WALKING" 9
"699" -0.448052589796257+0i "WALKING" 9
"700" -0.426252775276128+0i "WALKING" 9
"701" -0.422881957061426+0i "WALKING" 9
"702" -0.409526977772371+0i "WALKING" 9
"703" -0.417632582478503+0i "WALKING" 9
"704" -0.368406610342834+0i "WALKING" 9
"705" -0.38905465481877+0i "WALKING" 9
"706" -0.395216591511551+0i "WALKING" 9
"707" -0.408118344983422+0i "WALKING" 9
"708" -0.410446309074688+0i "WALKING" 9
"709" -0.378082016281283+0i "WALKING" 9
"710" -0.371178785162803+0i "WALKING" 9
"711" -0.369403721768449+0i "WALKING" 9
"712" -0.368340960231569+0i "WALKING" 9
"713" -0.372943979015738+0i "WALKING" 9
"714" -0.388274585834225+0i "WALKING" 9
"715" -0.385379819377807+0i "WALKING" 9
"716" -0.401345491265062+0i "WALKING" 9
"717" -0.421891567472763+0i "WALKING_DOWNSTAIRS" 9
"718" -0.373249381356863+0i "WALKING_DOWNSTAIRS" 9
"719" -0.373722140284135+0i "WALKING_DOWNSTAIRS" 9
"720" -0.383680176870588+0i "WALKING_DOWNSTAIRS" 9
"721" -0.409568073524617+0i "WALKING_DOWNSTAIRS" 9
"722" -0.379568326753351+0i "WALKING_DOWNSTAIRS" 9
"723" -0.366304571792923+0i "WALKING_DOWNSTAIRS" 9
"724" -0.467207515934046+0i "WALKING_UPSTAIRS" 9
"725" -0.478775424359002+0i "WALKING_UPSTAIRS" 9
"726" -0.475789086438146+0i "WALKING_UPSTAIRS" 9
"727" -0.499301205818717+0i "WALKING_UPSTAIRS" 9
"728" -0.449237921911586+0i "WALKING_UPSTAIRS" 9
"729" -0.452581718141647+0i "WALKING_UPSTAIRS" 9
"730" -0.452161512148841+0i "WALKING_UPSTAIRS" 9
"731" -0.446081474016043+0i "WALKING_UPSTAIRS" 9
"732" -0.445901968627629+0i "WALKING_UPSTAIRS" 9
"733" -0.409400574986275+0i "WALKING_UPSTAIRS" 9
"734" -0.378228587294118+0i "WALKING_DOWNSTAIRS" 9
"735" -0.387961267574635+0i "WALKING_DOWNSTAIRS" 9
"736" -0.317403299003904+0i "WALKING_DOWNSTAIRS" 9
"737" -0.277583619614973+0i "WALKING_DOWNSTAIRS" 9
"738" -0.27407978066328+0i "WALKING_DOWNSTAIRS" 9
"739" -0.345179781778449+0i "WALKING_DOWNSTAIRS" 9
"740" -0.434455740478431+0i "WALKING_UPSTAIRS" 9
"741" -0.417036639803529+0i "WALKING_UPSTAIRS" 9
"742" -0.428098591067647+0i "WALKING_UPSTAIRS" 9
"743" -0.427410341020856+0i "WALKING_UPSTAIRS" 9
"744" -0.453293478175615+0i "WALKING_UPSTAIRS" 9
"745" -0.444874031936007+0i "WALKING_UPSTAIRS" 9
"746" -0.423986093756863+0i "WALKING_UPSTAIRS" 9
"747" -0.427721101665597+0i "WALKING_UPSTAIRS" 9
"748" -0.353049693535472+0i "WALKING_DOWNSTAIRS" 9
"749" -0.354217884712121+0i "WALKING_DOWNSTAIRS" 9
"750" -0.34835720276246+0i "WALKING_DOWNSTAIRS" 9
"751" -0.288711272278431+0i "WALKING_DOWNSTAIRS" 9
"752" -0.255844340568146+0i "WALKING_DOWNSTAIRS" 9
"753" -0.303987054246952+0i "WALKING_DOWNSTAIRS" 9
"754" -0.328289531794189+0i "WALKING_DOWNSTAIRS" 9
"755" -0.296732879528538+0i "WALKING_DOWNSTAIRS" 9
"756" -0.435409019318895+0i "WALKING_UPSTAIRS" 9
"757" -0.433162578576471+0i "WALKING_UPSTAIRS" 9
"758" -0.428874352904813+0i "WALKING_UPSTAIRS" 9
"759" -0.418883659876649+0i "WALKING_UPSTAIRS" 9
"760" -0.429128215304599+0i "WALKING_UPSTAIRS" 9
"761" -0.432974440230143+0i "WALKING_UPSTAIRS" 9
"762" -0.433712622317112+0i "WALKING_UPSTAIRS" 9
"763" -0.448430379788093+0i "WALKING_UPSTAIRS" 9
"764" -0.534449142686656+0i "STANDING" 9
"765" -0.575217247628342+0i "STANDING" 9
"766" -0.628721973452745+0i "STANDING" 9
"767" -0.629600400074332+0i "STANDING" 9
"768" -0.649369740672193+0i "STANDING" 9
"769" -0.652028980004278+0i "STANDING" 9
"770" -0.646287654953476+0i "STANDING" 9
"771" -0.644089421278966+0i "STANDING" 9
"772" -0.63936848922107+0i "STANDING" 9
"773" -0.63063787224533+0i "STANDING" 9
"774" -0.654805063788948+0i "STANDING" 9
"775" -0.564817174558467+0i "STANDING" 9
"776" -0.617413333889216+0i "STANDING" 9
"777" -0.632507373225526+0i "STANDING" 9
"778" -0.650497049052406+0i "STANDING" 9
"779" -0.646650885686809+0i "STANDING" 9
"780" -0.629409726528164+0i "STANDING" 9
"781" -0.631352917284848+0i "STANDING" 9
"782" -0.654959384348663+0i "STANDING" 9
"783" -0.653861744142246+0i "STANDING" 9
"784" -0.658620750600891+0i "STANDING" 9
"785" -0.649346711920321+0i "STANDING" 9
"786" -0.649855445491087+0i "STANDING" 9
"787" -0.589597378749911+0i "SITTING" 9
"788" -0.634897017507665+0i "SITTING" 9
"789" -0.656844108874991+0i "SITTING" 9
"790" -0.567895506228164+0i "SITTING" 9
"791" -0.527239156294652+0i "SITTING" 9
"792" -0.50036715247041+0i "SITTING" 9
"793" -0.489143552546524+0i "SITTING" 9
"794" -0.532526620479323+0i "SITTING" 9
"795" -0.619838669441711+0i "SITTING" 9
"796" -0.617045254542121+0i "SITTING" 9
"797" -0.60958474403975+0i "SITTING" 9
"798" -0.622993959850267+0i "SITTING" 9
"799" -0.609720512002317+0i "SITTING" 9
"800" -0.635263892657041+0i "SITTING" 9
"801" -0.633380276683957+0i "SITTING" 9
"802" -0.636811310786809+0i "SITTING" 9
"803" -0.651330702715526+0i "SITTING" 9
"804" -0.655400959026382+0i "SITTING" 9
"805" -0.653624849269519+0i "SITTING" 9
"806" -0.650777667312478+0i "SITTING" 9
"807" -0.6159300309041+0i "SITTING" 9
"808" -0.60822363064811+0i "SITTING" 9
"809" -0.620006890276292+0i "SITTING" 9
"810" -0.637270899518253+0i "SITTING" 9
"811" -0.653168002125669+0i "SITTING" 9
"812" -0.623022854673939+0i "LAYING" 9
"813" -0.639366247527451+0i "LAYING" 9
"814" -0.652759176716043+0i "LAYING" 9
"815" -0.645351836874153+0i "LAYING" 9
"816" -0.632408067605169+0i "LAYING" 9
"817" -0.61972708834082+0i "LAYING" 9
"818" -0.613824350938146+0i "LAYING" 9
"819" -0.624704889011052+0i "LAYING" 9
"820" -0.641458228570267+0i "LAYING" 9
"821" -0.647180646349911+0i "LAYING" 9
"822" -0.648924992692335+0i "LAYING" 9
"823" -0.623637846214617+0i "LAYING" 9
"824" -0.635313641217808+0i "LAYING" 9
"825" -0.642947741863957+0i "LAYING" 9
"826" -0.644440951523173+0i "LAYING" 9
"827" -0.636744739497326+0i "LAYING" 9
"828" -0.630790499126025+0i "LAYING" 9
"829" -0.629116792842424+0i "LAYING" 9
"830" -0.63589555500107+0i "LAYING" 9
"831" -0.614948654409091+0i "LAYING" 9
"832" -0.605869253993939+0i "LAYING" 9
"833" -0.644236391666667+0i "LAYING" 9
"834" -0.647982116023529+0i "LAYING" 9
"835" -0.634197229979982+0i "LAYING" 9
"836" -0.6048925454959+0i "LAYING" 9
"837" -0.610941845396078+0i "LAYING" 9
"838" -0.359415726227986+0i "WALKING" 9
"839" -0.349970356941925+0i "WALKING" 9
"840" -0.329381904868562+0i "WALKING" 9
"841" -0.3184061455971+0i "WALKING" 9
"842" -0.344576697966422+0i "WALKING" 9
"843" -0.363069388984439+0i "WALKING" 9
"844" -0.356590016981105+0i "WALKING" 9
"845" -0.356158560132638+0i "WALKING" 9
"846" -0.332324160508913+0i "WALKING" 9
"847" -0.321517662697636+0i "WALKING" 9
"848" -0.347892506516043+0i "WALKING" 9
"849" -0.359743479874403+0i "WALKING" 9
"850" -0.364678204349198+0i "WALKING" 9
"851" -0.373684686404064+0i "WALKING" 9
"852" -0.357204488424064+0i "WALKING" 9
"853" -0.361738719716078+0i "WALKING" 9
"854" -0.375780830503387+0i "WALKING" 9
"855" -0.364239133936364+0i "WALKING" 9
"856" -0.350446165979483+0i "WALKING" 9
"857" -0.342413255647932+0i "WALKING" 9
"858" -0.342040121196471+0i "WALKING" 9
"859" -0.333606764884312+0i "WALKING" 9
"860" -0.350304476963815+0i "WALKING" 9
"861" -0.366754805981818+0i "WALKING" 9
"862" -0.35558648840107+0i "WALKING" 9
"863" -0.3357339620123+0i "WALKING" 9
"864" -0.308746690764884+0i "WALKING_DOWNSTAIRS" 9
"865" -0.303823304597326+0i "WALKING_DOWNSTAIRS" 9
"866" -0.326684275983672+0i "WALKING_DOWNSTAIRS" 9
"867" -0.299059473523672+0i "WALKING_DOWNSTAIRS" 9
"868" -0.270417449241355+0i "WALKING_DOWNSTAIRS" 9
"869" -0.267410667401248+0i "WALKING_DOWNSTAIRS" 9
"870" -0.260352746261296+0i "WALKING_DOWNSTAIRS" 9
"871" -0.286849708781266+0i "WALKING_DOWNSTAIRS" 9
"872" -0.286763228460481+0i "WALKING_DOWNSTAIRS" 9
"873" -0.262950711923351+0i "WALKING_DOWNSTAIRS" 9
"874" -0.25964882045811+0i "WALKING_DOWNSTAIRS" 9
"875" -0.26824954655918+0i "WALKING_DOWNSTAIRS" 9
"876" -0.280447633583066+0i "WALKING_DOWNSTAIRS" 9
"877" -0.298735934196613+0i "WALKING_DOWNSTAIRS" 9
"878" -0.397357567110339+0i "WALKING_UPSTAIRS" 9
"879" -0.424149289049733+0i "WALKING_UPSTAIRS" 9
"880" -0.388663981059002+0i "WALKING_UPSTAIRS" 9
"881" -0.38904943149893+0i "WALKING_UPSTAIRS" 9
"882" -0.406478812221747+0i "WALKING_UPSTAIRS" 9
"883" -0.426025291038503+0i "WALKING_UPSTAIRS" 9
"884" -0.444561550668984+0i "WALKING_UPSTAIRS" 9
"885" -0.428674133254545+0i "WALKING_UPSTAIRS" 9
"886" -0.407809126024492+0i "WALKING_UPSTAIRS" 9
"887" -0.403191721640285+0i "WALKING_UPSTAIRS" 9
"888" -0.397461371551337+0i "WALKING_UPSTAIRS" 9
"889" -0.413969462695544+0i "WALKING_UPSTAIRS" 9
"890" -0.424770472468039+0i "WALKING_UPSTAIRS" 9
"891" -0.402732151609982+0i "WALKING_UPSTAIRS" 9
"892" -0.393166364054886+0i "WALKING_UPSTAIRS" 9
"893" -0.398853319578075+0i "WALKING_UPSTAIRS" 9
"894" -0.409772529685383+0i "WALKING_UPSTAIRS" 9
"895" -0.41521664848959+0i "WALKING_UPSTAIRS" 9
"896" -0.417458103986824+0i "WALKING_UPSTAIRS" 9
"897" -0.422375632249554+0i "WALKING_UPSTAIRS" 9
"898" -0.406445285669519+0i "WALKING_UPSTAIRS" 9
"899" -0.404244630848307+0i "WALKING_UPSTAIRS" 9
"900" -0.410379597847237+0i "WALKING_UPSTAIRS" 9
"901" -0.304897235152406+0i "WALKING_DOWNSTAIRS" 9
"902" -0.290681095704225+0i "WALKING_DOWNSTAIRS" 9
"903" -0.303452394962923+0i "WALKING_DOWNSTAIRS" 9
"904" -0.286604517959537+0i "WALKING_DOWNSTAIRS" 9
"905" -0.256863307024278+0i "WALKING_DOWNSTAIRS" 9
"906" -0.250674199265223+0i "WALKING_DOWNSTAIRS" 9
"907" -0.260988010421212+0i "WALKING_DOWNSTAIRS" 9
"908" -0.583774447741355+0i "STANDING" 10
"909" -0.584099848054991+0i "STANDING" 10
"910" -0.597740871402157+0i "STANDING" 10
"911" -0.629427654859287+0i "STANDING" 10
"912" -0.627352834465954+0i "STANDING" 10
"913" -0.631586426158645+0i "STANDING" 10
"914" -0.638617071326738+0i "STANDING" 10
"915" -0.655245274740766+0i "STANDING" 10
"916" -0.648078133304813+0i "STANDING" 10
"917" -0.649757464546809+0i "STANDING" 10
"918" -0.637463351494176+0i "STANDING" 10
"919" -0.633844361370232+0i "STANDING" 10
"920" -0.590574227977362+0i "STANDING" 10
"921" -0.649754415268627+0i "STANDING" 10
"922" -0.641441592743494+0i "STANDING" 10
"923" -0.643725992972549+0i "STANDING" 10
"924" -0.650405398250802+0i "STANDING" 10
"925" -0.645291765396078+0i "STANDING" 10
"926" -0.655969566146524+0i "STANDING" 10
"927" -0.655300655373619+0i "STANDING" 10
"928" -0.652930284146524+0i "STANDING" 10
"929" -0.656791213313191+0i "STANDING" 10
"930" -0.623344191398135+0i "STANDING" 10
"931" -0.564135219094474+0i "SITTING" 10
"932" -0.62650765116426+0i "SITTING" 10
"933" -0.63022732573369+0i "SITTING" 10
"934" -0.645942876779888+0i "SITTING" 10
"935" -0.651572831585205+0i "SITTING" 10
"936" -0.658608744409269+0i "SITTING" 10
"937" -0.659120582048485+0i "SITTING" 10
"938" -0.653726097872727+0i "SITTING" 10
"939" -0.658283064210339+0i "SITTING" 10
"940" -0.65979260938754+0i "SITTING" 10
"941" -0.655145543767968+0i "SITTING" 10
"942" -0.648498872708556+0i "SITTING" 10
"943" -0.560418214899465+0i "SITTING" 10
"944" -0.60853289202656+0i "SITTING" 10
"945" -0.626094801527273+0i "SITTING" 10
"946" -0.644342988812834+0i "SITTING" 10
"947" -0.646561263239572+0i "SITTING" 10
"948" -0.643652420130303+0i "SITTING" 10
"949" -0.654236050169537+0i "SITTING" 10
"950" -0.654401427924955+0i "SITTING" 10
"951" -0.658931184946346+0i "SITTING" 10
"952" -0.657870058773618+0i "SITTING" 10
"953" -0.655045933793672+0i "SITTING" 10
"954" -0.660315105899394+0i "SITTING" 10
"955" -0.539629762083779+0i "LAYING" 10
"956" -0.614449172665134+0i "LAYING" 10
"957" -0.634280926373422+0i "LAYING" 10
"958" -0.644701332300661+0i "LAYING" 10
"959" -0.641629620239394+0i "LAYING" 10
"960" -0.653941370294831+0i "LAYING" 10
"961" -0.651784601415865+0i "LAYING" 10
"962" -0.64410676175205+0i "LAYING" 10
"963" -0.631553434725668+0i "LAYING" 10
"964" -0.635742187490909+0i "LAYING" 10
"965" -0.652081141495365+0i "LAYING" 10
"966" -0.646748664706061+0i "LAYING" 10
"967" -0.644826124006774+0i "LAYING" 10
"968" -0.652777652291087+0i "LAYING" 10
"969" -0.645407777313494+0i "LAYING" 10
"970" -0.453438889681818+0i "LAYING" 10
"971" -0.591872993924955+0i "LAYING" 10
"972" -0.621555125333512+0i "LAYING" 10
"973" -0.623552874526488+0i "LAYING" 10
"974" -0.655782672105704+0i "LAYING" 10
"975" -0.641016999141444+0i "LAYING" 10
"976" -0.635999691130339+0i "LAYING" 10
"977" -0.644587488511693+0i "LAYING" 10
"978" -0.631449424037326+0i "LAYING" 10
"979" -0.635017555249198+0i "LAYING" 10
"980" -0.651894622364884+0i "LAYING" 10
"981" -0.65975461711123+0i "LAYING" 10
"982" -0.654776119253298+0i "LAYING" 10
"983" -0.652879322354724+0i "LAYING" 10
"984" -0.659099435511408+0i "LAYING" 10
"985" -0.652550586503868+0i "LAYING" 10
"986" -0.332789128306061+0i "WALKING" 10
"987" -0.311051188100535+0i "WALKING" 10
"988" -0.30145172263934+0i "WALKING" 10
"989" -0.28285687491533+0i "WALKING" 10
"990" -0.297813434130125+0i "WALKING" 10
"991" -0.316917515882531+0i "WALKING" 10
"992" -0.308116867217647+0i "WALKING" 10
"993" -0.305108982250446+0i "WALKING" 10
"994" -0.28302410751943+0i "WALKING" 10
"995" -0.299998238320143+0i "WALKING" 10
"996" -0.306903104918841+0i "WALKING" 10
"997" -0.349687563463102+0i "WALKING" 10
"998" -0.321761542838146+0i "WALKING" 10
"999" -0.315804082396435+0i "WALKING" 10
"1000" -0.377000001123253+0i "WALKING" 10
"1001" -0.338512319845989+0i "WALKING" 10
"1002" -0.305921341024064+0i "WALKING" 10
"1003" -0.305886519192513+0i "WALKING" 10
"1004" -0.341567881209982+0i "WALKING" 10
"1005" -0.318622864666649+0i "WALKING" 10
"1006" -0.3148637439462+0i "WALKING" 10
"1007" -0.337659089320677+0i "WALKING" 10
"1008" -0.296491231369465+0i "WALKING" 10
"1009" -0.288061901645237+0i "WALKING" 10
"1010" -0.319354855969519+0i "WALKING" 10
"1011" -0.328678483027094+0i "WALKING" 10
"1012" -0.32832624935098+0i "WALKING" 10
"1013" -0.223744365724528+0i "WALKING_DOWNSTAIRS" 10
"1014" -0.22833036688316+0i "WALKING_DOWNSTAIRS" 10
"1015" -0.233926365103561+0i "WALKING_DOWNSTAIRS" 10
"1016" -0.176915819330927+0i "WALKING_DOWNSTAIRS" 10
"1017" -0.187076038780463+0i "WALKING_DOWNSTAIRS" 10
"1018" -0.239662972420321+0i "WALKING_DOWNSTAIRS" 10
"1019" -0.209804402134253+0i "WALKING_DOWNSTAIRS" 10
"1020" -0.262711628793048+0i "WALKING_DOWNSTAIRS" 10
"1021" -0.254245649769875+0i "WALKING_DOWNSTAIRS" 10
"1022" -0.222500354473868+0i "WALKING_DOWNSTAIRS" 10
"1023" -0.230151042739715+0i "WALKING_DOWNSTAIRS" 10
"1024" -0.247801277798752+0i "WALKING_DOWNSTAIRS" 10
"1025" -0.240793264779323+0i "WALKING_DOWNSTAIRS" 10
"1026" -0.267053167348604+0i "WALKING_DOWNSTAIRS" 10
"1027" -0.270493330056328+0i "WALKING_DOWNSTAIRS" 10
"1028" -0.238078256624242+0i "WALKING_DOWNSTAIRS" 10
"1029" -0.24519369395164+0i "WALKING_DOWNSTAIRS" 10
"1030" -0.2531336670782+0i "WALKING_DOWNSTAIRS" 10
"1031" -0.302422310256292+0i "WALKING_DOWNSTAIRS" 10
"1032" -0.311429652117291+0i "WALKING_UPSTAIRS" 10
"1033" -0.284695673554902+0i "WALKING_UPSTAIRS" 10
"1034" -0.283682826435009+0i "WALKING_UPSTAIRS" 10
"1035" -0.321857979631822+0i "WALKING_UPSTAIRS" 10
"1036" -0.32359265307918+0i "WALKING_UPSTAIRS" 10
"1037" -0.317173080834046+0i "WALKING_UPSTAIRS" 10
"1038" -0.349613504253494+0i "WALKING_UPSTAIRS" 10
"1039" -0.341983995586137+0i "WALKING_UPSTAIRS" 10
"1040" -0.33483571151533+0i "WALKING_UPSTAIRS" 10
"1041" -0.33671489878631+0i "WALKING_UPSTAIRS" 10
"1042" -0.360631050758645+0i "WALKING_UPSTAIRS" 10
"1043" -0.378249170453922+0i "WALKING_UPSTAIRS" 10
"1044" -0.372012774154189+0i "WALKING_UPSTAIRS" 10
"1045" -0.366965267343672+0i "WALKING_UPSTAIRS" 10
"1046" -0.36476993174041+0i "WALKING_UPSTAIRS" 10
"1047" -0.338041879214973+0i "WALKING_UPSTAIRS" 10
